date,type,wmean,wmedian,wiqm,frac,stats
2014-12-18,dir-onions-seen,39673,39673,39673,0.00014300,1
2014-12-19,dir-onions-seen,18667,18667,18667,0.00012500,1
2014-12-20,dir-onions-seen,57287,8000,8000,0.00014900,2
2014-12-21,dir-onions-seen,42553,42553,42553,0.00016500,1
2014-12-22,dir-onions-seen,33860,28494,32615,0.00041400,2
2014-12-23,dir-onions-seen,26341,29936,27631,0.00783600,29
2014-12-24,dir-onions-seen,29297,26511,27465,0.00890900,33
2014-12-25,dir-onions-seen,27399,27572,27463,0.01067000,39
2014-12-26,dir-onions-seen,26622,24212,25893,0.01164700,42
2014-12-27,dir-onions-seen,29669,27858,28215,0.01158100,43
2014-12-28,dir-onions-seen,26095,29218,28650,0.01208200,38
2014-12-29,dir-onions-seen,31428,30733,30198,0.01332000,40
2014-12-30,dir-onions-seen,31065,30493,29898,0.01419800,41
2014-12-31,dir-onions-seen,28304,28736,28363,0.01330700,38
2015-01-01,dir-onions-seen,26843,27407,27389,0.01352500,41
2015-01-02,dir-onions-seen,26011,28083,27203,0.01275200,39
2015-01-03,dir-onions-seen,27704,27590,26981,0.01238100,39
2015-01-04,dir-onions-seen,29448,28736,29277,0.01255300,41
2015-01-05,dir-onions-seen,28861,28222,28033,0.01379100,42
2015-01-06,dir-onions-seen,28271,28277,28498,0.01583300,47
2015-01-07,dir-onions-seen,27377,27468,26758,0.01706000,51
2015-01-08,dir-onions-seen,30194,29240,29192,0.01823900,58
2015-01-09,dir-onions-seen,27506,29528,29289,0.01809100,57
2015-01-10,dir-onions-seen,27264,28689,27711,0.01806200,64
2015-01-11,dir-onions-seen,28192,27193,27713,0.01844400,64
2015-01-12,dir-onions-seen,28610,28148,28431,0.01579800,54
2015-01-13,dir-onions-seen,29069,27862,29114,0.01619300,54
2015-01-14,dir-onions-seen,29008,29544,28369,0.01599500,52
2015-01-15,dir-onions-seen,29385,29263,29308,0.01824200,54
2015-01-16,dir-onions-seen,26736,26123,27289,0.01742900,52
2015-01-17,dir-onions-seen,28415,28098,27340,0.01857200,57
2015-01-18,dir-onions-seen,28765,28788,29044,0.01854100,58
2015-01-19,dir-onions-seen,29080,28427,29207,0.01924600,57
2015-01-20,dir-onions-seen,30848,31834,31495,0.01988100,58
2015-01-21,dir-onions-seen,30856,29570,30378,0.02056900,62
2015-01-22,dir-onions-seen,27002,27027,27684,0.02104800,63
2015-01-23,dir-onions-seen,29165,29338,29399,0.02214100,67
2015-01-24,dir-onions-seen,27686,28191,27871,0.02039600,66
2015-01-25,dir-onions-seen,26051,26768,26494,0.01962600,64
2015-01-26,dir-onions-seen,28127,28261,28154,0.01837900,61
2015-01-27,dir-onions-seen,30020,28109,29593,0.01633300,55
2015-01-28,dir-onions-seen,29362,26820,28622,0.00630100,19
2015-01-29,dir-onions-seen,28822,29762,28847,0.00580600,19
2015-01-30,dir-onions-seen,26511,27500,26894,0.00443900,13
2015-01-31,dir-onions-seen,27667,27436,27848,0.00360100,11
2015-02-01,dir-onions-seen,26594,24471,26370,0.00502700,15
2015-02-02,dir-onions-seen,27466,28439,27950,0.00797400,25
2015-02-03,dir-onions-seen,28256,28567,28030,0.01513600,51
2015-02-04,dir-onions-seen,26815,28856,28204,0.01580000,53
2015-02-05,dir-onions-seen,28149,28736,28082,0.01566800,55
2015-02-06,dir-onions-seen,29091,29716,29696,0.01596900,54
2015-02-07,dir-onions-seen,28959,28431,28442,0.01650000,55
2015-02-08,dir-onions-seen,24877,25833,25532,0.01699000,56
2015-02-09,dir-onions-seen,28357,26607,27347,0.01650300,54
2015-02-10,dir-onions-seen,30266,29716,29797,0.01722600,58
2015-02-11,dir-onions-seen,29381,28807,29140,0.01716700,59
2015-02-12,dir-onions-seen,30053,29148,29388,0.01825900,60
2015-02-13,dir-onions-seen,28114,27653,28448,0.02022200,64
2015-02-14,dir-onions-seen,29079,28063,28110,0.01849300,60
2015-02-15,dir-onions-seen,26153,25287,25939,0.01932500,62
2015-02-16,dir-onions-seen,30186,29009,28373,0.01819700,58
2015-02-17,dir-onions-seen,27234,26392,26654,0.01681800,52
2015-02-18,dir-onions-seen,28990,28981,29268,0.01941100,58
2015-02-19,dir-onions-seen,28591,30065,29423,0.01938800,59
2015-02-20,dir-onions-seen,27781,28772,28627,0.01888400,62
2015-02-21,dir-onions-seen,28522,29083,29092,0.01686500,57
2015-02-22,dir-onions-seen,25952,25535,24964,0.01598000,56
2015-02-23,dir-onions-seen,32138,31746,31284,0.01626300,56
2015-02-24,dir-onions-seen,29800,29576,29833,0.01658000,56
2015-02-25,dir-onions-seen,31087,30297,30566,0.01571100,55
2015-02-26,dir-onions-seen,31898,31895,31362,0.01637600,49
2015-02-27,dir-onions-seen,31921,30797,30528,0.01675000,52
2015-02-28,dir-onions-seen,29236,30128,29795,0.01523200,46
2015-03-01,dir-onions-seen,27401,27572,27656,0.01585200,49
2015-03-02,dir-onions-seen,31717,30271,30348,0.01691600,50
2015-03-03,dir-onions-seen,28223,30427,28980,0.01784600,53
2015-03-04,dir-onions-seen,28597,28875,28917,0.01875300,57
2015-03-05,dir-onions-seen,31064,31111,31464,0.01884500,58
2015-03-06,dir-onions-seen,30372,27596,28061,0.01918400,58
2015-03-07,dir-onions-seen,29996,28437,29136,0.01915400,57
2015-03-08,dir-onions-seen,27251,27919,27364,0.02021100,56
2015-03-09,dir-onions-seen,26126,27113,27036,0.01945700,55
2015-03-10,dir-onions-seen,31243,29519,29312,0.02111300,60
2015-03-11,dir-onions-seen,28994,27717,28009,0.01692300,49
2015-03-12,dir-onions-seen,30110,29018,29467,0.01666100,45
2015-03-13,dir-onions-seen,27731,27947,28370,0.01604700,43
2015-03-14,dir-onions-seen,28201,28181,27762,0.01682500,45
2015-03-15,dir-onions-seen,27564,29869,28182,0.02030300,55
2015-03-16,dir-onions-seen,28215,28095,28240,0.02074600,60
2015-03-17,dir-onions-seen,28136,29018,28760,0.01974000,58
2015-03-18,dir-onions-seen,30682,29456,29886,0.02042700,60
2015-03-19,dir-onions-seen,28699,30069,29515,0.01742300,52
2015-03-20,dir-onions-seen,31140,31787,32142,0.01751100,52
2015-03-21,dir-onions-seen,31264,29900,30555,0.01943600,51
2015-03-22,dir-onions-seen,29224,29529,28779,0.02128400,52
2015-03-23,dir-onions-seen,28929,29519,29392,0.01966500,49
2015-03-24,dir-onions-seen,29282,29141,28992,0.02464000,60
2015-03-25,dir-onions-seen,28108,27747,27746,0.01942700,52
2015-03-26,dir-onions-seen,28829,30656,29781,0.01989700,51
2015-03-27,dir-onions-seen,31344,30135,30270,0.01860000,49
2015-03-28,dir-onions-seen,30928,31273,31386,0.01643300,55
2015-03-29,dir-onions-seen,30891,30496,30629,0.01968400,68
2015-03-30,dir-onions-seen,28941,32335,30886,0.01929200,69
2015-03-31,dir-onions-seen,33434,33535,33695,0.01756800,66
2015-04-01,dir-onions-seen,34127,32622,32800,0.01771100,63
2015-04-02,dir-onions-seen,33254,31293,32033,0.01776600,64
2015-04-03,dir-onions-seen,31045,28874,29980,0.01721400,61
2015-04-04,dir-onions-seen,31659,31550,31118,0.01674100,62
2015-04-05,dir-onions-seen,28949,28090,28371,0.01776200,68
2015-04-06,dir-onions-seen,31795,30303,30377,0.01639800,64
2015-04-07,dir-onions-seen,29744,33890,31943,0.01608000,59
2015-04-08,dir-onions-seen,31128,31131,30800,0.01965000,61
2015-04-09,dir-onions-seen,31577,32362,31472,0.02088000,60
2015-04-10,dir-onions-seen,30023,29921,29501,0.01784500,51
2015-04-11,dir-onions-seen,32755,31208,31502,0.01887000,58
2015-04-12,dir-onions-seen,29304,29177,29316,0.01990700,66
2015-04-13,dir-onions-seen,30439,30016,29989,0.02086400,71
2015-04-14,dir-onions-seen,27949,30544,30652,0.01945300,75
2015-04-15,dir-onions-seen,25715,27559,26606,0.01773400,78
2015-04-16,dir-onions-seen,25220,26860,25472,0.01393100,66
2015-04-17,dir-onions-seen,22961,24087,23327,0.01406200,70
2015-04-18,dir-onions-seen,25466,25508,26159,0.01346900,67
2015-04-19,dir-onions-seen,20778,24320,24465,0.01388900,68
2015-04-20,dir-onions-seen,24018,25070,25413,0.01505800,71
2015-04-21,dir-onions-seen,25960,26634,26973,0.01463500,70
2015-04-22,dir-onions-seen,23065,26856,26074,0.00894200,43
2015-04-23,dir-onions-seen,26453,28691,27515,0.01221200,57
2015-04-24,dir-onions-seen,26474,26256,26554,0.01111700,53
2015-04-25,dir-onions-seen,27062,31401,30662,0.00641700,31
2015-04-26,dir-onions-seen,28763,30315,30559,0.00706000,33
2015-04-27,dir-onions-seen,29272,29478,29292,0.00795000,34
2015-04-28,dir-onions-seen,20065,23244,24200,0.00927300,40
2015-04-29,dir-onions-seen,24079,26538,25247,0.00901200,37
2015-04-30,dir-onions-seen,22925,25833,23785,0.01112200,41
2015-05-01,dir-onions-seen,25713,28125,27499,0.01516900,56
2015-05-02,dir-onions-seen,25463,29040,27723,0.01401700,55
2015-05-03,dir-onions-seen,24857,26570,27434,0.01377400,55
2015-05-04,dir-onions-seen,27408,28624,27577,0.01489700,59
2015-05-05,dir-onions-seen,27159,29040,27967,0.01529200,66
2015-05-06,dir-onions-seen,24376,26063,24790,0.01007900,47
2015-05-07,dir-onions-seen,25133,27768,27418,0.00992900,47
2015-05-08,dir-onions-seen,26294,28180,28392,0.00972300,43
2015-05-09,dir-onions-seen,23379,24590,24606,0.00901300,42
2015-05-10,dir-onions-seen,22948,23207,23604,0.01247500,59
2015-05-11,dir-onions-seen,20272,25449,23393,0.01406000,65
2015-05-12,dir-onions-seen,22985,26087,25119,0.01414500,65
2015-05-13,dir-onions-seen,25938,24486,24672,0.01248000,59
2015-05-14,dir-onions-seen,24958,26293,26394,0.01120800,51
2015-05-15,dir-onions-seen,26151,27285,27764,0.01100000,49
2015-05-16,dir-onions-seen,25836,27981,27800,0.01055300,48
2015-05-17,dir-onions-seen,22687,22684,23149,0.00958000,44
2015-05-18,dir-onions-seen,26517,27132,27655,0.01104800,47
2015-05-19,dir-onions-seen,28465,28215,28108,0.01160400,51
2015-05-20,dir-onions-seen,31025,29098,30420,0.01347300,62
2015-05-21,dir-onions-seen,24767,28386,27080,0.01343700,62
2015-05-22,dir-onions-seen,25070,28311,26619,0.01284300,58
2015-05-23,dir-onions-seen,26136,26256,26449,0.01349500,62
2015-05-24,dir-onions-seen,24389,25830,25362,0.01324400,63
2015-05-25,dir-onions-seen,27238,27098,27569,0.01519300,65
2015-05-26,dir-onions-seen,32666,32398,32292,0.01946100,59
2015-05-27,dir-onions-seen,30012,29532,29520,0.02113400,59
2015-05-28,dir-onions-seen,31848,31774,31210,0.02404200,63
2015-05-29,dir-onions-seen,29361,29464,29134,0.02402200,60
2015-05-30,dir-onions-seen,31896,30303,29984,0.01601100,42
2015-05-31,dir-onions-seen,30617,28829,29389,0.00263500,6
2015-06-01,dir-onions-seen,28258,26515,27266,0.01692800,45
2015-06-02,dir-onions-seen,27943,26927,26724,0.02010100,49
2015-06-03,dir-onions-seen,28400,28430,28257,0.02151300,51
2015-06-04,dir-onions-seen,26953,26703,26949,0.02206200,52
2015-06-05,dir-onions-seen,26339,27778,27119,0.02093200,52
2015-06-06,dir-onions-seen,28584,28441,28207,0.02283000,60
2015-06-07,dir-onions-seen,28207,28060,27954,0.02125800,55
2015-06-08,dir-onions-seen,28535,29213,28719,0.02087500,55
2015-06-09,dir-onions-seen,29014,28825,29654,0.01995500,53
2015-06-10,dir-onions-seen,29178,27678,28129,0.01992000,50
2015-06-11,dir-onions-seen,27449,28441,28533,0.01964800,48
2015-06-12,dir-onions-seen,29289,28403,29380,0.01115500,26
2015-06-13,dir-onions-seen,25711,26159,26131,0.01173300,27
2015-06-14,dir-onions-seen,27908,27226,27308,0.01239600,30
2015-06-15,dir-onions-seen,28734,27547,27666,0.01220300,30
2015-06-16,dir-onions-seen,28921,28951,28445,0.01783200,41
2015-06-17,dir-onions-seen,28816,28526,28979,0.02278800,51
2015-06-18,dir-onions-seen,28386,28186,27761,0.02334400,50
2015-06-19,dir-onions-seen,29691,27920,28140,0.02077000,50
2015-06-20,dir-onions-seen,28266,28476,28497,0.01806900,46
2015-06-21,dir-onions-seen,25005,25550,25726,0.01873000,49
2015-06-22,dir-onions-seen,29637,29115,29443,0.01804100,50
2015-06-23,dir-onions-seen,29875,29313,29378,0.01736200,52
2015-06-24,dir-onions-seen,26339,27334,26913,0.01274400,37
2015-06-25,dir-onions-seen,27691,26171,27062,0.01304700,36
2015-06-26,dir-onions-seen,27706,26063,26518,0.01257000,35
2015-06-27,dir-onions-seen,22808,25930,24806,0.01276000,43
2015-06-28,dir-onions-seen,25840,25238,26030,0.01738900,50
2015-06-29,dir-onions-seen,28195,26042,26304,0.01774500,56
2015-06-30,dir-onions-seen,27512,27049,26987,0.01493900,43
2015-07-01,dir-onions-seen,30511,27214,28464,0.01533600,46
2015-07-02,dir-onions-seen,26952,25671,26741,0.01573400,46
2015-07-03,dir-onions-seen,30746,30000,30463,0.01612300,47
2015-07-04,dir-onions-seen,29266,30308,29745,0.01275600,40
2015-07-05,dir-onions-seen,30649,29048,28264,0.01336600,45
2015-07-06,dir-onions-seen,29411,29983,29443,0.01363500,37
2015-07-07,dir-onions-seen,25494,25036,25592,0.01208100,36
2015-07-08,dir-onions-seen,30755,32315,31335,0.01113100,31
2015-07-09,dir-onions-seen,30607,29083,29019,0.02050800,53
2015-07-10,dir-onions-seen,28791,29037,29038,0.02397900,63
2015-07-11,dir-onions-seen,31652,29515,30030,0.02084700,61
2015-07-12,dir-onions-seen,26479,27908,27691,0.01756100,49
2015-07-13,dir-onions-seen,30589,30455,30257,0.01754300,50
2015-07-14,dir-onions-seen,32529,32364,32100,0.01506900,40
2015-07-15,dir-onions-seen,29466,29046,29517,0.01604500,38
2015-07-16,dir-onions-seen,29044,29032,29070,0.02020000,44
2015-07-17,dir-onions-seen,26616,26097,26127,0.01990100,45
2015-07-18,dir-onions-seen,27211,27498,27316,0.01754200,42
2015-07-19,dir-onions-seen,27987,27359,27641,0.01687900,47
2015-07-20,dir-onions-seen,27082,27778,28132,0.01526300,44
2015-07-21,dir-onions-seen,28159,28125,27871,0.01487900,47
2015-07-22,dir-onions-seen,29246,31415,30038,0.01336000,42
2015-07-23,dir-onions-seen,27608,28784,28334,0.01760500,52
2015-07-24,dir-onions-seen,28870,28485,27725,0.01829100,54
2015-07-25,dir-onions-seen,28844,29570,29225,0.01888200,50
2015-07-26,dir-onions-seen,28265,28063,28685,0.01911800,51
2015-07-27,dir-onions-seen,28356,27543,27761,0.01481200,44
2015-07-28,dir-onions-seen,28946,27969,28398,0.01408500,43
2015-07-29,dir-onions-seen,28642,29928,29740,0.01233700,38
2015-07-30,dir-onions-seen,30365,28807,29019,0.01260300,38
2015-07-31,dir-onions-seen,29275,30801,29523,0.01267300,37
2015-08-01,dir-onions-seen,27975,25997,26067,0.01699000,47
2015-08-02,dir-onions-seen,27536,27162,27928,0.02054300,55
2015-08-03,dir-onions-seen,28309,27393,27880,0.02287700,61
2015-08-04,dir-onions-seen,25668,27778,27284,0.02154500,59
2015-08-05,dir-onions-seen,29275,28228,28493,0.01570200,47
2015-08-06,dir-onions-seen,29258,28784,28683,0.01595000,48
2015-08-07,dir-onions-seen,30286,30114,30106,0.01500100,47
2015-08-08,dir-onions-seen,31027,28465,29330,0.01569600,49
2015-08-09,dir-onions-seen,28908,29110,28516,0.01506800,47
2015-08-10,dir-onions-seen,29667,28251,28165,0.01614500,47
2015-08-11,dir-onions-seen,28420,27426,27476,0.01569400,44
2015-08-12,dir-onions-seen,30806,28840,29263,0.01455300,41
2015-08-13,dir-onions-seen,28102,29254,28752,0.01427000,41
2015-08-14,dir-onions-seen,30713,29083,29381,0.01439200,40
2015-08-15,dir-onions-seen,27846,26890,27237,0.01531200,43
2015-08-16,dir-onions-seen,28574,28037,27324,0.01539800,44
2015-08-17,dir-onions-seen,30314,30025,30118,0.01509800,43
2015-08-18,dir-onions-seen,32194,30992,30595,0.01624400,45
2015-08-19,dir-onions-seen,26747,27402,27476,0.01684800,44
2015-08-20,dir-onions-seen,29227,28796,28593,0.01621000,46
2015-08-21,dir-onions-seen,29016,28210,28441,0.01657700,43
2015-08-22,dir-onions-seen,27579,27917,28376,0.01635300,45
2015-08-23,dir-onions-seen,27798,26786,26564,0.01587700,46
2015-08-24,dir-onions-seen,29309,30000,29260,0.01558200,44
2015-08-25,dir-onions-seen,28986,30603,30036,0.01771100,48
2015-08-26,dir-onions-seen,29801,31289,30821,0.01695800,46
2015-08-27,dir-onions-seen,30016,27810,28853,0.01709400,47
2015-08-28,dir-onions-seen,28571,28799,29671,0.01478000,43
2015-08-29,dir-onions-seen,29454,30009,29974,0.01454300,41
2015-08-30,dir-onions-seen,31482,30641,30482,0.01560000,45
2015-08-31,dir-onions-seen,30581,28609,30356,0.01478200,46
2015-09-01,dir-onions-seen,30088,30000,29920,0.01429100,42
2015-09-02,dir-onions-seen,31261,31270,30792,0.01623000,46
2015-09-03,dir-onions-seen,30169,30628,30825,0.01566400,44
2015-09-04,dir-onions-seen,30778,31973,31560,0.01507600,44
2015-09-05,dir-onions-seen,31212,30871,30096,0.01463100,46
2015-09-06,dir-onions-seen,31503,30258,30601,0.01375300,46
2015-09-07,dir-onions-seen,27691,27968,27822,0.01422700,46
2015-09-08,dir-onions-seen,31883,28186,28787,0.01505000,52
2015-09-09,dir-onions-seen,29422,29159,29457,0.01573600,49
2015-09-10,dir-onions-seen,29309,29705,29633,0.01643500,49
2015-09-11,dir-onions-seen,29783,32242,31212,0.01646400,49
2015-09-12,dir-onions-seen,29644,29279,29512,0.01729400,54
2015-09-13,dir-onions-seen,32597,30688,30542,0.01641500,49
2015-09-14,dir-onions-seen,32638,32343,32133,0.01528400,49
2015-09-15,dir-onions-seen,29318,30303,30993,0.01430300,44
2015-09-16,dir-onions-seen,29487,30892,31462,0.01388300,44
2015-09-17,dir-onions-seen,32058,31432,31577,0.01567000,47
2015-09-18,dir-onions-seen,31161,29705,30230,0.01785100,54
2015-09-19,dir-onions-seen,32538,32242,32384,0.01783400,53
2015-09-20,dir-onions-seen,29557,30710,30288,0.01807800,51
2015-09-21,dir-onions-seen,31923,32560,32459,0.01676100,49
2015-09-22,dir-onions-seen,30234,28925,28880,0.01615500,51
2015-09-23,dir-onions-seen,31456,30538,30880,0.01605400,49
2015-09-24,dir-onions-seen,29391,28287,29427,0.01661300,53
2015-09-25,dir-onions-seen,33038,32694,32990,0.01726400,55
2015-09-26,dir-onions-seen,31254,30291,30939,0.01638500,56
2015-09-27,dir-onions-seen,28776,29536,29314,0.01628100,55
2015-09-28,dir-onions-seen,31383,29036,29612,0.01598700,53
2015-09-29,dir-onions-seen,34564,32778,33273,0.01508300,52
2015-09-30,dir-onions-seen,31796,29863,30110,0.01558000,58
2015-10-01,dir-onions-seen,31662,29863,30435,0.01802600,62
2015-10-02,dir-onions-seen,30716,31123,31382,0.02184900,77
2015-10-03,dir-onions-seen,30756,30021,30093,0.03042100,93
2015-10-04,dir-onions-seen,31666,29446,30416,0.03426600,99
2015-10-05,dir-onions-seen,30929,30612,30683,0.03675000,106
2015-10-06,dir-onions-seen,32120,32078,32022,0.04380300,119
2015-10-07,dir-onions-seen,31571,30695,30892,0.04612400,120
2015-10-08,dir-onions-seen,32999,32095,31896,0.03865400,109
2015-10-09,dir-onions-seen,31462,31772,31577,0.03694600,106
2015-10-10,dir-onions-seen,29690,31023,30298,0.03756800,112
2015-10-11,dir-onions-seen,30471,29928,30472,0.03622700,115
2015-10-12,dir-onions-seen,31397,30899,30808,0.03964100,124
2015-10-13,dir-onions-seen,31851,31633,31520,0.04054200,127
2015-10-14,dir-onions-seen,30810,30765,31394,0.03905500,118
2015-10-15,dir-onions-seen,31444,32690,32163,0.03903100,114
2015-10-16,dir-onions-seen,32723,31466,31922,0.03841900,115
2015-10-17,dir-onions-seen,29907,29787,30179,0.03885200,118
2015-10-18,dir-onions-seen,29991,29284,29673,0.03796600,120
2015-10-19,dir-onions-seen,31757,30717,31467,0.03900700,124
2015-10-20,dir-onions-seen,33111,31915,32348,0.03925700,127
2015-10-21,dir-onions-seen,31241,31324,31337,0.03868500,116
2015-10-22,dir-onions-seen,30460,31158,30692,0.03975400,122
2015-10-23,dir-onions-seen,30137,30637,30240,0.03859300,115
2015-10-24,dir-onions-seen,30866,31090,30797,0.03512100,106
2015-10-25,dir-onions-seen,29522,30280,30242,0.03333400,102
2015-10-26,dir-onions-seen,31285,29801,30315,0.03481200,111
2015-10-27,dir-onions-seen,31906,31690,31667,0.03349200,108
2015-10-28,dir-onions-seen,32332,30380,30418,0.03012600,101
2015-10-29,dir-onions-seen,31093,30466,30884,0.03059800,96
2015-10-30,dir-onions-seen,28165,27669,27912,0.03230400,105
2015-10-31,dir-onions-seen,26853,27038,26765,0.03427300,113
2015-11-01,dir-onions-seen,26327,26357,26870,0.04165300,134
2015-11-02,dir-onions-seen,27746,27759,27855,0.03791400,132
2015-11-03,dir-onions-seen,28961,29213,29418,0.03993200,134
2015-11-04,dir-onions-seen,29441,29328,29137,0.04336300,132
2015-11-05,dir-onions-seen,27598,28192,28635,0.04445000,124
2015-11-06,dir-onions-seen,27858,27897,27579,0.04423100,123
2015-11-07,dir-onions-seen,27381,27601,27319,0.04293700,123
2015-11-08,dir-onions-seen,28634,28674,28733,0.04261600,125
2015-11-09,dir-onions-seen,28907,27927,28046,0.04214200,136
2015-11-10,dir-onions-seen,29304,28822,29082,0.04299600,140
2015-11-11,dir-onions-seen,27037,27344,27627,0.04282200,145
2015-11-12,dir-onions-seen,28106,28192,27953,0.04369000,140
2015-11-13,dir-onions-seen,30656,29374,29870,0.04420600,140
2015-11-14,dir-onions-seen,29906,28462,29110,0.04465300,140
2015-11-15,dir-onions-seen,28281,27265,27959,0.04753200,151
2015-11-16,dir-onions-seen,28002,27363,27875,0.04874200,153
2015-11-17,dir-onions-seen,29992,28871,29179,0.04995900,159
2015-11-18,dir-onions-seen,29668,28717,28777,0.04950300,162
2015-11-19,dir-onions-seen,31215,30739,30318,0.04754800,163
2015-11-20,dir-onions-seen,27265,27302,27452,0.04837800,161
2015-11-21,dir-onions-seen,28846,29382,29185,0.05187300,165
2015-11-22,dir-onions-seen,28571,28825,28760,0.05032000,159
2015-11-23,dir-onions-seen,30541,29695,29868,0.04772900,151
2015-11-24,dir-onions-seen,31349,28662,28751,0.04059300,152
2015-11-25,dir-onions-seen,30713,29036,29222,0.04025400,118
2015-11-26,dir-onions-seen,32998,32258,32616,0.04101600,110
2015-11-27,dir-onions-seen,33671,32595,32670,0.06037800,182
2015-11-28,dir-onions-seen,31220,30587,30704,0.14444400,420
2015-11-29,dir-onions-seen,31745,31002,31322,0.16723400,514
2015-11-30,dir-onions-seen,30808,30790,31029,0.18617100,566
2015-12-01,dir-onions-seen,30424,30352,30289,0.19582000,598
2015-12-02,dir-onions-seen,32345,32163,32246,0.21195600,661
2015-12-03,dir-onions-seen,32111,32152,32002,0.22157400,679
2015-12-04,dir-onions-seen,32630,32858,32515,0.22668300,693
2015-12-05,dir-onions-seen,39189,38844,38908,0.22447500,668
2015-12-06,dir-onions-seen,35619,34843,35003,0.22763200,707
2015-12-07,dir-onions-seen,34713,34091,34048,0.22652500,711
2015-12-08,dir-onions-seen,35078,34695,34480,0.23013700,728
